"Season","Date","Game Type","Team","Opponent","Arena","City","State","Attendance"
2001,"July 28, 2001","Regular season","Portland Fire","Los Angeles Sparks","Moda Center","Portland","OR",10120
2001,"July 28, 2001","Regular season","Detroit Shock","Cleveland Rockers","Palace of Auburn Hills","Detroit","MI",7775
2001,"July 29, 2001","Regular season","Detroit Shock","Orlando Miracle","Palace of Auburn Hills","Detroit","MI",4763
2001,"July 29, 2001","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA",7768
2001,"July 29, 2001","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",14914
2001,"July 30, 2001","Regular season","Cleveland Rockers","Orlando Miracle","Quicken Loans Arena","Cleveland","OH",10043
2001,"July 30, 2001","Regular season","Houston Comets","Seattle Storm","Compaq Center","Houston","TX",12573
2001,"July 30, 2001","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA",8637
2001,"July 30, 2001","Regular season","Portland Fire","Utah Starzz","Moda Center","Portland","OR",7905
2001,"July 31, 2001","Regular season","Charlotte Sting","Miami Sol","Spectrum Center","Charlotte","NC",7064
2001,"August 1, 2001","Regular season","Houston Comets","Utah Starzz","Compaq Center","Houston","TX",9551
2001,"August 1, 2001","Regular season","New York Liberty","Detroit Shock","Madison Square Garden","New York","NY",15223
2001,"August 1, 2001","Regular season","Orlando Miracle","Portland Fire","Amway Arena","Orlando","FL",6134
2001,"August 1, 2001","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN",11142
2001,"August 1, 2001","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ",8927
2001,"August 2, 2001","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA",8554
2001,"August 3, 2001","Regular season","Washington Mystics","Portland Fire","Verizon Center","Washington","DC",15532
2001,"August 3, 2001","Regular season","Miami Sol","Phoenix Mercury","AmericanAirlines Arena","Miami","FL",9011
2001,"August 3, 2001","Regular season","Minnesota Lynx","Charlotte Sting","Target Center","Minneapolis","MN",7494
2001,"August 3, 2001","Regular season","Houston Comets","Orlando Miracle","Compaq Center","Houston","TX",11180
2001,"August 3, 2001","Regular season","Sacramento Monarchs","Indiana Fever","ARCO Arena","Sacramento","CA",8856
2001,"August 3, 2001","Regular season","Seattle Storm","Utah Starzz","KeyArena","Seattle","WA",5873
2001,"August 4, 2001","Regular season","New York Liberty","Cleveland Rockers","Madison Square Garden","New York","NY",18009
2001,"August 4, 2001","Regular season","Charlotte Sting","Houston Comets","Spectrum Center","Charlotte","NC",11057
2001,"August 4, 2001","Regular season","Detroit Shock","Portland Fire","Palace of Auburn Hills","Detroit","MI",5889
2001,"August 4, 2001","Regular season","Utah Starzz","Indiana Fever","EnergySolutions Arena","Salt Lake City","UT",8568
2001,"August 4, 2001","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA",9493
2001,"August 5, 2001","Regular season","Orlando Miracle","Phoenix Mercury","Amway Arena","Orlando","FL",6334
2001,"August 5, 2001","Regular season","Miami Sol","Washington Mystics","AmericanAirlines Arena","Miami","FL",10412
2001,"August 5, 2001","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN",7391
2001,"August 6, 2001","Regular season","Washington Mystics","Charlotte Sting","Verizon Center","Washington","DC",13619
2001,"August 6, 2001","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX",13310
2001,"August 6, 2001","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA",8166
2001,"August 7, 2001","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA",9094
2001,"August 7, 2001","Regular season","Orlando Miracle","Cleveland Rockers","Amway Arena","Orlando","FL",5941
2001,"August 7, 2001","Regular season","Detroit Shock","Utah Starzz","Palace of Auburn Hills","Detroit","MI",6263
2001,"August 8, 2001","Regular season","Washington Mystics","Miami Sol","Verizon Center","Washington","DC",16191
2001,"August 8, 2001","Regular season","Cleveland Rockers","Detroit Shock","Quicken Loans Arena","Cleveland","OH",10978
2001,"August 8, 2001","Regular season","New York Liberty","Utah Starzz","Madison Square Garden","New York","NY",17018
2001,"August 8, 2001","Regular season","Portland Fire","Minnesota Lynx","Moda Center","Portland","OR",8315
2001,"August 8, 2001","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA",6003
2001,"August 8, 2001","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA",10086
2001,"August 10, 2001","Regular season","Miami Sol","Indiana Fever","AmericanAirlines Arena","Miami","FL",9013
2001,"August 10, 2001","Regular season","Cleveland Rockers","Charlotte Sting","Quicken Loans Arena","Cleveland","OH",13565
2001,"August 10, 2001","Regular season","New York Liberty","Orlando Miracle","Madison Square Garden","New York","NY",17163
2001,"August 10, 2001","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI",9064
2001,"August 10, 2001","Regular season","Utah Starzz","Phoenix Mercury","EnergySolutions Arena","Salt Lake City","UT",11311
2001,"August 10, 2001","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA",7823
2001,"August 11, 2001","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA",11709
2001,"August 11, 2001","Regular season","Charlotte Sting","New York Liberty","Spectrum Center","Charlotte","NC",11737
2001,"August 11, 2001","Regular season","Orlando Miracle","Miami Sol","Amway Arena","Orlando","FL",11903
2001,"August 11, 2001","Regular season","Phoenix Mercury","Portland Fire","US Airways Center","Phoenix","AZ",10823
2001,"August 11, 2001","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA",13873
2001,"August 12, 2001","Regular season","Washington Mystics","Cleveland Rockers","Verizon Center","Washington","DC",17531
2001,"August 12, 2001","Regular season","Minnesota Lynx","Utah Starzz","Target Center","Minneapolis","MN",10489
2001,"August 12, 2001","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN",15198
2001,"August 12, 2001","Regular season","Portland Fire","Sacramento Monarchs","Moda Center","Portland","OR",8582
2001,"August 13, 2001","Regular season","Houston Comets","Minnesota Lynx","Compaq Center","Houston","TX",10516
2001,"August 13, 2001","Regular season","Utah Starzz","Los Angeles Sparks","EnergySolutions Arena","Salt Lake City","UT",11519
2001,"August 14, 2001","Regular season","Miami Sol","Charlotte Sting","AmericanAirlines Arena","Miami","FL",11123
2001,"August 14, 2001","Regular season","Orlando Miracle","Indiana Fever","Amway Arena","Orlando","FL",8570
2001,"August 14, 2001","Regular season","Detroit Shock","Cleveland Rockers","Palace of Auburn Hills","Detroit","MI",9799
2001,"August 14, 2001","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY",18213
2001,"August 14, 2001","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ",14177
2001,"August 14, 2001","Regular season","Portland Fire","Los Angeles Sparks","Moda Center","Portland","OR",10795
2001,"August 14, 2001","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA",7668
