".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"892",3403,28,"Sat","9","MINNESOTA LYNX","2021",5672.82271392864,-2269.82271392864,0.0282825721462757,2472.94484099456,0.000901326609951745,-0.931173603505515
"893",3503,27,"Fri","9","MINNESOTA LYNX","2021",4815.13201992158,-1312.13201992158,0.0240277086828506,2473.51842013484,0.000253659917802023,-0.537115276164433
"894",3434,28,"Sun","9","MINNESOTA LYNX","2021",5287.92368337704,-1853.92368337704,0.0228071724883766,2473.23421070862,0.00047946179686461,-0.75842114327022
"895",8134,28,"Sun","5","MINNESOTA LYNX","2022",7192.07667342572,941.923326574279,0.0197433790218178,2473.65765991407,0.000106471265639113,0.384728513671314
"896",6503,27,"Sat","5","MINNESOTA LYNX","2022",7434.87105116439,-931.871051164386,0.022700810267368,2473.66034003827,0.000120547253565926,-0.381198133699084
"897",6104,25,"Tue","5","MINNESOTA LYNX","2022",5679.49937981868,424.500620181319,0.0202010987223607,2473.77455416289,2.21471144932163e-05,0.173427741971223
"898",7234,25,"Sun","5","MINNESOTA LYNX","2022",6765.76271498693,468.237285013065,0.0195355856321778,2473.76811961192,2.60228073873322e-05,0.191231217344085
"899",6315,25,"Fri","6","MINNESOTA LYNX","2022",6525.1493667094,-210.149366709399,0.018371485617429,2473.79707204347,4.91773945203901e-06,-0.085775491946932
"900",6806,25,"Sun","6","MINNESOTA LYNX","2022",6855.83637735193,-49.836377351935,0.0176410179175231,2473.80395427376,2.65176802281119e-07,-0.020333871277996
"901",6031,25,"Tue","6","MINNESOTA LYNX","2022",5769.57304218368,261.426957816319,0.0190348882947902,2473.79307166041,7.8959310073729e-06,0.106741254538848
"902",8004,25,"Thu","6","MINNESOTA LYNX","2022",6522.01802195283,1481.98197804717,0.0205628284041079,2473.44088502638,0.000274963425270402,0.605568596911347
"903",5603,24,"Tue","6","MINNESOTA LYNX","2022",5627.46838937075,-24.4683893707524,0.0190479448724996,2473.80426513948,6.92185864987169e-08,-0.00999056861357363
"904",6104,25,"Fri","7","MINNESOTA LYNX","2022",7384.03407722948,-1280.03407722948,0.0187427822801005,2473.53370526007,0.000186281957518791,-0.522563189874904
"905",7603,24,"Sun","7","MINNESOTA LYNX","2022",7572.61643505909,30.3835649409102,0.0176973716581305,2473.80421173866,9.88906006670411e-08,0.0123972337634689
"906",11103,25,"Wed","7","MINNESOTA LYNX","2022",7807.96664195819,3295.03335804181,0.0210244901375236,2472.00613969921,0.00139110799474688,1.346736455573
"907",6503,25,"Tue","7","MINNESOTA LYNX","2022",6628.45775270376,-125.457752703765,0.0190936117081067,2473.80176326986,1.82426264840784e-06,-0.0512262349400017
"908",4834,26,"Thu","7","MINNESOTA LYNX","2022",7523.00738528585,-2689.00738528585,0.0209318162554571,2472.60703268372,0.000922198531024599,-1.09899126537602
"909",8321,24,"Fri","7","MINNESOTA LYNX","2022",7241.92942441656,1079.07057558344,0.0187739602585021,2473.61201692952,0.000132610179393565,0.4405285223132
"910",7231,23,"Sun","7","MINNESOTA LYNX","2022",7430.51178224616,-199.511782246163,0.0177847377409369,2473.79779551815,4.2857871982334e-06,-0.0814092818656818
"911",9421,21,"Sun","8","MINNESOTA LYNX","2022",7240.02906470237,2180.97093529763,0.0194134339214095,2473.01800472716,0.000560905420973662,0.890667536079323
"912",12134,23,"Fri","8","MINNESOTA LYNX","2022",7193.55135968569,4940.44864031431,0.0200534643473968,2469.7639730144,0.00297698620331698,2.01824512663017
"913",8024,21,"Fri","5","MINNESOTA LYNX","2023",6647.44337577614,1376.55662422386,0.0209664883837401,2473.49063385142,0.000242090719816848,0.562605555648152
"914",7803,20,"Tue","5","MINNESOTA LYNX","2023",5749.76239843749,2053.23760156251,0.0219442411672073,2473.10562609688,0.000564847426373938,0.839587794395466
"915",8124,17,"Thu","6","MINNESOTA LYNX","2023",6165.96708213286,1958.03291786714,0.021898535987445,2473.16895991396,0.000512562275247429,0.800639014090395
"916",8510,16,"Fri","6","MINNESOTA LYNX","2023",6026.99377407649,2483.00622592351,0.0196898216215214,2472.7847875774,0.000737784917749308,1.0141560065214
"917",8025,15,"Sun","6","MINNESOTA LYNX","2023",6215.5761319061,1809.4238680939,0.0195902034422503,2473.26303828834,0.000389729866891811,0.739001310070931
"918",7024,18,"Thu","6","MINNESOTA LYNX","2023",6308.07173494579,715.928265054215,0.0214842155199988,2473.71946227582,6.71710666144763e-05,0.29268084862531
"919",7014,17,"Tue","6","MINNESOTA LYNX","2023",5413.5221023637,1600.4778976363,0.0200653496461899,2473.38064535279,0.000312616043737386,0.653822464524744
"920",7624,19,"Wed","7","MINNESOTA LYNX","2023",7736.12500776407,-112.12500776407,0.0220333322323466,2473.80228043961,1.69159521266577e-06,-0.045851038250987
"921",7714,20,"Fri","7","MINNESOTA LYNX","2023",7454.29709584829,259.70290415171,0.018889020229811,2473.79322176834,7.73011882810901e-06,0.106029436370942
"922",7701,21,"Sun","7","MINNESOTA LYNX","2023",7927.08875930376,-226.088759303756,0.0176903285059077,2473.7959297747,5.47339003088556e-06,-0.0922493840837193
"923",13531,20,"Wed","7","MINNESOTA LYNX","2023",7878.229660577,5652.770339423,0.021742342228024,2468.50439787198,0.00424015658880119,2.31123139296372
"924",7014,20,"Thu","7","MINNESOTA LYNX","2023",7451.16575109173,-437.165751091726,0.021442389183718,2473.77270873373,2.4994936360635e-05,-0.178715263471413
"925",7801,21,"Sat","7","MINNESOTA LYNX","2023",8311.98778985535,-510.98778985535,0.0219670613970163,2473.76109180496,3.5022362943222e-05,-0.208950058286862
"926",7024,21,"Wed","7","MINNESOTA LYNX","2023",8020.33431338993,-996.334313389926,0.0215044862380497,2473.63992538781,0.000130220982153846,-0.407318731612968
"927",7631,22,"Fri","8","MINNESOTA LYNX","2023",7832.23298955621,-201.232989556212,0.018549024172121,2473.7976764904,4.55450938300784e-06,-0.0821435727710742
"928",6525,21,"Sun","8","MINNESOTA LYNX","2023",8020.81534738582,-1495.81534738582,0.0179222263782432,2473.43506287512,0.000242837393014175,-0.610398922575641
"929",6921,20,"Tue","8","MINNESOTA LYNX","2023",6792.44735940464,128.552640595363,0.0193553784432422,2473.80163264144,1.94267328254223e-06,0.0524969281087992
"930",7101,21,"Sat","8","MINNESOTA LYNX","2023",8405.71437793741,-1304.71437793741,0.0223176349136285,2473.522138669,0.000232136215556922,-0.53361161241558
"931",7114,21,"Fri","9","MINNESOTA LYNX","2023",7865.2943848928,-751.294384892799,0.0240808638823569,2473.71061803434,8.33535457618271e-05,-0.307547315580627
"932",7314,22,"Sun","9","MINNESOTA LYNX","2023",8338.08604834826,-1024.08604834826,0.0225418149308072,2473.63045261301,0.000144518951326888,-0.418886216737186
"933",7208,21,"Fri","5","MINNESOTA LYNX","2024",9857.7456242249,-2649.7456242249,0.0205268599195697,2472.64223046186,0.000877415337828992,-1.08272118082308
"934",7010,21,"Sat","5","MINNESOTA LYNX","2024",10573.331665419,-3563.33166541903,0.0226479694227049,2471.69775169675,0.00175832488705919,-1.45760366630174
"935",7409,23,"Wed","5","MINNESOTA LYNX","2024",10565.8874945795,-3156.88749457946,0.0234217637891811,2472.14975792583,0.00142949658165968,-1.29185657109686
"936",7035,23,"Fri","5","MINNESOTA LYNX","2024",10141.9549298508,-3106.95492985075,0.0202095582655631,2472.20695866225,0.00118691530127148,-1.26933737765247
"937",7024,24,"Sun","6","MINNESOTA LYNX","2024",10704.8202556712,-3680.82025567122,0.0177013381293982,2471.56780570855,0.00145166902918192,-1.50186725518611
"938",7121,26,"Sun","6","MINNESOTA LYNX","2024",10989.0295612971,-3868.02956129707,0.0177457896239302,2471.33428563002,0.00160726133558046,-1.57828907231002
"939",8117,27,"Fri","6","MINNESOTA LYNX","2024",10800.4472034675,-2683.44720346747,0.0183005479533598,2472.61517704739,0.000798642659371573,-1.09524806689088
"940",8314,27,"Mon","6","MINNESOTA LYNX","2024",11032.8030466398,-2718.80304663978,0.0638135177152202,2472.52426461831,0.0031434231512798,-1.13633211144396
"941",8206,27,"Wed","6","MINNESOTA LYNX","2024",11224.3797681962,-3018.37976819617,0.0211113466462815,2472.29537829318,0.00117234789550324,-1.23371813463742
"942",8769,28,"Sat","6","MINNESOTA LYNX","2024",11658.1378974745,-2889.13789747452,0.0210868372889062,2472.42190608022,0.00107280070574066,-1.18087764620748
"943",7508,27,"Thu","7","MINNESOTA LYNX","2024",11656.200569231,-4148.20056923099,0.0213892544070583,2470.95270172416,0.00224468072362563,-1.69575642512657
"944",7610,26,"Sat","7","MINNESOTA LYNX","2024",12232.8133023688,-4622.81330236875,0.0218859967801158,2470.26053622393,0.0028553508813794,-1.89025471766394
"945",18978,26,"Sun","7","MINNESOTA LYNX","2024",11847.9142718172,7130.08572818284,0.0185155081767557,2465.39461406203,0.00570712853315209,2.91046073967059
"946",15013,26,"Wed","7","MINNESOTA LYNX","2024",11941.1598259033,3071.84017409667,0.0211278200750532,2472.2414083898,0.00121523242182989,1.25557985062471
"947",7224,27,"Thu","8","MINNESOTA LYNX","2024",11749.927157313,-4525.92715731305,0.0215273815733691,2470.4088713986,0.00269009967933374,-1.85029909359535
"948",9124,28,"Fri","8","MINNESOTA LYNX","2024",11895.1631548825,-2771.16315488254,0.0199233713342286,2472.53404188581,0.000930307138704898,-1.13198531836467
"949",19023,28,"Sat","8","MINNESOTA LYNX","2024",12610.7491960767,6412.25080392333,0.0227904067700765,2466.97514013476,0.00573135134267017,2.62316346184594
"950",8421,29,"Sun","9","MINNESOTA LYNX","2024",12543.1208664875,-4122.12086648752,0.0210776403206773,2470.98936300792,0.00218286226765945,-1.68482699434441
"951",8810,31,"Fri","9","MINNESOTA LYNX","2024",12496.6431614708,-3686.64316147084,0.0227535339533507,2471.54911606878,0.00189130793967133,-1.50812647359051
"952",7908,32,"Thu","9","MINNESOTA LYNX","2024",12635.6164695272,-4727.61646952721,0.0250399660549659,2470.0859103165,0.00343877674418965,-1.93623267543692
"953",6565,14,"Sat","5","INDIANA FEVER","2018",7303.66871474425,-738.668714744254,0.0255564512333924,2473.71360523256,8.57720888810508e-05,-0.302607771812961
"954",4742,14,"Tue","5","INDIANA FEVER","2018",5832.5063490244,-1090.5063490244,0.0228163396604842,2473.60710556835,0.000165962273387897,-0.446117042900058
"955",4415,13,"Thu","5","INDIANA FEVER","2018",6442.84667598063,-2027.84667598063,0.0262299859963553,2473.11980310485,0.000664377465094771,-0.831027951345469
"956",5575,12,"Sat","6","INDIANA FEVER","2018",7109.5330714834,-1534.5330714834,0.0234522970146594,2473.41349477044,0.000338228627347258,-0.627969044326654
"957",5675,11,"Fri","6","INDIANA FEVER","2018",6251.84237747634,-576.842377476338,0.0201577012390152,2473.74932118153,4.08039635727321e-05,-0.235661035128432
"958",5437,10,"Tue","6","INDIANA FEVER","2018",5354.16140013769,82.8385998623089,0.0202826693020877,2473.80322878332,8.46931773557769e-07,0.0338447311960048
"959",6234,9,"Sat","6","INDIANA FEVER","2018",6683.21911304461,-449.219113044612,0.0235123444809864,2473.77086822638,2.90628547265751e-05,-0.183837269930004
"960",5458,9,"Sun","6","INDIANA FEVER","2018",6298.32008249302,-840.320082493017,0.0191092583511131,2473.68767845572,8.19127383227574e-05,-0.343117713878375
"961",7241,8,"Fri","6","INDIANA FEVER","2018",5825.52841903755,1415.47158096245,0.0203793404016066,2473.47284258226,0.000248505473503873,0.578336897791023
"962",5277,8,"Sun","7","INDIANA FEVER","2018",7015.10014020017,-1738.10014020017,0.0194885565246296,2473.30492907494,0.000357670668827658,-0.709834618322881
"963",10006,7,"Wed","7","INDIANA FEVER","2018",6966.24104147341,3039.75895852659,0.0233383313319079,2472.27042884718,0.00132044162635203,1.24387228144652
"964",6302,6,"Sun","7","INDIANA FEVER","2018",6730.89083457432,-428.890834574317,0.0199516084667227,2473.77394212512,2.23169994034484e-05,-0.175199039108948
"965",5908,5,"Tue","7","INDIANA FEVER","2018",5502.52284659313,405.477153406868,0.0215526901298887,2473.77712852751,2.16181623303576e-05,0.165770169587722
"966",5981,5,"Thu","8","INDIANA FEVER","2018",6348.69441444435,-367.694414444351,0.0244620456592615,2473.78190094396,2.02972823984307e-05,-0.150547539482709
"967",6401,7,"Tue","8","INDIANA FEVER","2018",5880.45874030105,520.541259698946,0.0211589850075084,2473.75949569294,3.49494405959533e-05,0.212768726407362
"968",7636,6,"Wed","8","INDIANA FEVER","2018",6917.86297674255,718.137023257448,0.0248485075585159,2473.71864285812,7.87100452562393e-05,0.294089816852548
"969",8442,6,"Sat","8","INDIANA FEVER","2018",7209.51645320797,1232.48354679203,0.0251089955971161,2473.55180290129,0.000234389888769181,0.504791244315288
"970",5003,7,"Sat","6","INDIANA FEVER","2019",5993.56100760606,-990.561007606058,0.0233533509189452,2473.64151791664,0.000140312425274927,-0.405341631203817
"971",3671,8,"Fri","6","INDIANA FEVER","2019",5420.07961922486,-1749.07961922486,0.020350636897799,2473.29815358064,0.0003788918302812,-0.714632829983323
"972",3336,9,"Sun","6","INDIANA FEVER","2019",5892.87128268032,-2556.87128268032,0.0194051880655226,2472.72352452265,0.000770576574703509,-1.04417378218979
"973",3506,9,"Tue","6","INDIANA FEVER","2019",4806.60794751207,-1300.60794751207,0.020955742270728,2473.52430265654,0.000215998434885032,-0.53156203553613
"974",4715,10,"Sat","6","INDIANA FEVER","2019",6419.87496604484,-1704.87496604484,0.0229947552304306,2473.32211798474,0.000408958713724016,-0.697513794277616
"975",4692,11,"Tue","6","INDIANA FEVER","2019",5090.81725313792,-398.817253137922,0.0208673493054901,2473.77803430621,2.02204815285809e-05,-0.162990347636195
"976",9247,12,"Wed","7","INDIANA FEVER","2019",7271.31550572536,1975.68449427464,0.0231748616349623,2473.1566051199,0.000553704528527102,0.80838434082903
"977",7849,12,"Fri","7","INDIANA FEVER","2019",6847.38294099665,1001.61705900335,0.0210423942226241,2473.63825538574,0.000128656047766546,0.409381756221815
"978",6434,12,"Sun","7","INDIANA FEVER","2019",7178.06995163919,-744.069951639189,0.0198588699102345,2473.71280841236,6.68442774999798e-05,-0.303933221963643
"979",6726,12,"Fri","7","INDIANA FEVER","2019",6847.38294099665,-121.382940996653,0.0210423942226241,2473.80192462506,1.88947910020791e-06,-0.0496117364554624
"980",5702,11,"Wed","7","INDIANA FEVER","2019",7129.21085291243,-1427.21085291243,0.0231515039535825,2473.46636387943,0.000288642622147424,-0.583960199205462
"981",7884,12,"Sat","8","INDIANA FEVER","2019",7656.69557027285,227.304429727152,0.0234081467008989,2473.79578891479,7.40655126157404e-06,0.0930165153066078
"982",7923,13,"Sat","8","INDIANA FEVER","2019",7798.80022308578,124.199776914224,0.0235173907402821,2473.80180361783,2.22208740740602e-06,0.0508273273502043
"983",5340,14,"Tue","8","INDIANA FEVER","2019",6469.74251017886,-1129.74251017886,0.0209622598429029,2473.59305590917,0.000163026262717894,-0.461730399527525
"984",6958,14,"Tue","8","INDIANA FEVER","2019",6469.74251017886,488.257489821144,0.0209622598429029,2473.7648965233,3.04506424075483e-05,0.199552839533092
"985",5641,15,"Thu","8","INDIANA FEVER","2019",7364.29214276094,-1723.29214276094,0.0235530441446876,2473.31135984322,0.0004284764410467,-0.705250324376597
"986",5451,16,"Sun","9","INDIANA FEVER","2019",8015.38119912248,-2564.38119912248,0.024531657264407,2472.71144970052,0.000990204955471857,-1.04998890249661
"1014",2545,8,"Sun","5","INDIANA FEVER","2022",5009.19575424143,-2464.19575424143,0.0210152207545247,2472.79882037576,0.000777663803054571,-1.00715415727399
"1015",1078,7,"Tue","5","INDIANA FEVER","2022",3780.82776626024,-2702.82776626024,0.0217750427564694,2472.59364747588,0.000970907107931047,-1.10511561916733
"1016",1745,9,"Sun","5","INDIANA FEVER","2022",5151.30040705436,-3406.30040705436,0.0208603742374798,2471.88291816659,0.00147454534539526,-1.39209651943954
"1017",960,9,"Tue","5","INDIANA FEVER","2022",4065.0370718861,-3105.0370718861,0.0214110524410173,2472.20697130171,0.00125901347879227,-1.26933235745294
"1018",2612,9,"Sun","5","INDIANA FEVER","2022",5151.30040705436,-2539.30040705436,0.0208603742374798,2472.73674711054,0.000819446121957002,-1.03776849838346
"1019",1417,9,"Fri","5","INDIANA FEVER","2022",4820.61339641182,-3403.61339641182,0.0212693208420474,2471.88514766693,0.00150233596924421,-1.39128895691397
"1020",1009,10,"Tue","5","INDIANA FEVER","2022",4207.14172469903,-3198.14172469903,0.0213087583048136,2472.10988318097,0.00132898949646128,-1.30732500865061
"1021",1393,9,"Fri","6","INDIANA FEVER","2022",4910.68705877682,-3517.68705877682,0.020286970080845,2471.75634720648,0.00152754221249348,-1.43719756791936
"1022",1824,10,"Wed","6","INDIANA FEVER","2022",5476.72427631846,-3652.72427631846,0.0230421351040192,2471.58978808868,0.00188132675416088,-1.49447167729186
"1023",1706,9,"Sun","6","INDIANA FEVER","2022",5241.37406941936,-3535.37406941936,0.0192177457561529,2471.73794799734,0.00145843603772684,-1.44363627792329
"1024",2585,10,"Tue","7","INDIANA FEVER","2022",5156.10009758411,-2571.10009758411,0.0206236412930472,2472.710098791,0.000830163206730917,-1.05063748412853
"1025",1839,10,"Thu","7","INDIANA FEVER","2022",5908.54507735327,-4069.54507735327,0.0229888498628087,2471.05538282898,0.00232953547487956,-1.66496388639412
"1026",3212,10,"Wed","7","INDIANA FEVER","2022",6335.60898683854,-3123.60898683854,0.0225678692020072,2472.18588529481,0.00134613947073795,-1.27767992913818
"1027",1530,10,"Fri","7","INDIANA FEVER","2022",5911.67642210983,-4381.67642210983,0.0207300391000359,2470.62459501458,0.00242401475433909,-1.79059678705742
"1028",1159,10,"Sun","7","INDIANA FEVER","2022",6242.36343275237,-5083.36343275237,0.0193085856947653,2469.52988181471,0.00303003354455516,-2.07583910265099
"1029",1828,9,"Fri","7","INDIANA FEVER","2022",5769.5717692969,-3941.5717692969,0.020825926015651,2471.23134451347,0.00197098257433225,-1.61082440330483
"1030",1822,8,"Sun","7","INDIANA FEVER","2022",5958.15412712651,-4136.15412712651,0.0195596017204565,2470.9745435003,0.00203315475754839,-1.68925350777487
"1031",1700,7,"Fri","8","INDIANA FEVER","2022",5579.08905175311,-3879.08905175311,0.0217753103076956,2471.30989515306,0.00199988954581841,-1.58605832712947
"1032",7356,6,"Fri","5","INDIANA FEVER","2023",5175.08572065648,2180.91427934352,0.0228499088975565,2473.01527979528,0.000664811478152451,0.892209148712907
"1033",6131,6,"Sun","6","INDIANA FEVER","2023",5595.84639366402,535.15360633598,0.0192605058869463,2473.75703307185,3.3494744667519e-05,0.218529634187127
