".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"699",20333,16,"Fri","6","WASHINGTON MYSTICS","2024",6555.01449922527,13777.9855007747,0.0191625381138207,2442.2330419165,0.0220846126611775,5.62595061495411
"700",4200,15,"Fri","6","WASHINGTON MYSTICS","2024",6412.90984641234,-2212.90984641234,0.0195042739867178,2472.994725824,0.000580263454950728,-0.903752649162334
"701",4200,14,"Sat","6","WASHINGTON MYSTICS","2024",6986.39123479354,-2786.39123479354,0.0219431399533853,2472.51738562631,0.00104019354497804,-1.13938043622546
"702",4200,14,"Sun","6","WASHINGTON MYSTICS","2024",6601.49220424195,-2401.49220424195,0.0190313888654975,2472.85128458416,0.000666165321890313,-0.98053328381438
"703",4200,15,"Thu","6","WASHINGTON MYSTICS","2024",6409.77850165577,-2209.77850165577,0.0216326025469435,2472.99525932671,0.000644557569571627,-0.903454889599105
"704",4200,14,"Sat","6","WASHINGTON MYSTICS","2024",6986.39123479354,-2786.39123479354,0.0219431399533853,2472.51738562631,0.00104019354497804,-1.13938043622546
"705",4200,14,"Sun","7","WASHINGTON MYSTICS","2024",7460.37691476203,-3260.37691476203,0.0209456145437223,2472.04392272513,0.0013566708374446,-1.33251809572537
"706",12586,14,"Tue","7","WASHINGTON MYSTICS","2024",6374.11357959377,6211.88642040623,0.0217503651523476,2467.40262722,0.00512240100644859,2.5398459367136
"707",4200,13,"Sat","8","WASHINGTON MYSTICS","2024",7796.89788058276,-3596.89788058276,0.0236910417642396,2471.65556502553,0.00187812815661871,-1.47211990655674
"708",4200,13,"Tue","8","WASHINGTON MYSTICS","2024",6325.73551486291,-2125.73551486291,0.0209615350820443,2473.05615565736,0.000577166916493693,-0.868796505775753
"709",4200,13,"Fri","8","WASHINGTON MYSTICS","2024",7081.31183938863,-2881.31183938863,0.0214089145957294,2472.42893492061,0.00108400694517483,-1.17787268558472
"710",4200,15,"Sat","8","WASHINGTON MYSTICS","2024",8081.10718620862,-3881.10718620862,0.0228821075005365,2471.30446772397,0.00210849590350717,-1.58778197956235
"711",4200,16,"Sun","9","WASHINGTON MYSTICS","2024",8013.47885661947,-3813.47885661947,0.0220186108470121,2471.39300428579,0.0019553784241235,-1.559425969262
"712",4200,17,"Sun","9","WASHINGTON MYSTICS","2024",8155.5835094324,-3955.5835094324,0.0216848498340986,2471.2107326295,0.00207051973431656,-1.6172601398841
"713",4200,16,"Tue","9","WASHINGTON MYSTICS","2024",6927.21552145121,-2727.21552145121,0.0235524564111815,2472.56945034597,0.00107309134482556,-1.11610156199002
"714",20711,15,"Thu","9","WASHINGTON MYSTICS","2024",7537.55584840744,13173.4441515926,0.0262630291819756,2444.74719314236,0.0280749870178756,5.39867544327615
"715",6637,27,"Sun","5","CONNECTICUT SUN","2018",5933.49974085879,703.500259141215,0.0210104061119541,2473.72242408591,6.33674480303522e-05,0.287530512599413
"716",5571,27,"Thu","5","CONNECTICUT SUN","2018",5599.68138545968,-28.6813854596849,0.0242973408537952,2473.8042274098,1.22626242036789e-07,-0.0117422168502817
"717",5843,28,"Sat","5","CONNECTICUT SUN","2018",6460.50342422331,-617.503424223309,0.0242972290403624,2473.74102013959,5.68407512412684e-05,-0.252807128433508
"718",6771,30,"Sat","6","CONNECTICUT SUN","2018",6834.78639221417,-63.7863922141651,0.0224060967975698,2473.80368947966,5.57140481024964e-07,-0.0260890047211607
"719",7696,30,"Wed","6","CONNECTICUT SUN","2018",6543.13291574874,1152.86708425126,0.0221355746353094,2473.58405245996,0.000179701368460989,0.471464102479934
"720",5112,29,"Wed","6","CONNECTICUT SUN","2018",6401.02826293581,-1289.02826293581,0.0221310530741168,2473.52893700659,0.000224607910178438,-0.527145892458976
"721",7413,27,"Wed","7","CONNECTICUT SUN","2018",6975.70366783004,437.29633216996,0.0220144953076816,2473.77267129088,2.57072111673627e-05,0.17882092636198
"722",7696,26,"Fri","7","CONNECTICUT SUN","2018",6409.6664502884,1286.3335497116,0.0197689913029525,2473.53074838778,0.000198835638500649,0.5254097080911
"723",5555,27,"Tue","7","CONNECTICUT SUN","2018",5796.19477857561,-241.194778575615,0.0189904487671768,2473.7947523323,6.70477113447045e-06,-0.0984781765830434
"724",7908,27,"Fri","7","CONNECTICUT SUN","2018",6551.77110310133,1356.22889689867,0.0195863791536759,2473.50026047482,0.000218907615233547,0.553907237819132
"725",5125,26,"Tue","7","CONNECTICUT SUN","2018",5654.09012576269,-529.090125762687,0.0191766966400168,2473.75810351277,3.25919959449002e-05,-0.216044384902058
"726",6412,26,"Wed","8","CONNECTICUT SUN","2018",6927.32560309918,-515.325603099176,0.0233936481646144,2473.7602897085,3.80436084305926e-05,-0.210877703070739
"727",6791,26,"Sun","8","CONNECTICUT SUN","2018",6834.080049013,-43.080049013005,0.0188425154527591,2473.80405747768,2.12164741824117e-07,-0.0175879629780176
"728",7687,26,"Sun","8","CONNECTICUT SUN","2018",6834.080049013,852.919950986995,0.0188425154527591,2473.68418562007,8.31643853896387e-05,0.34821512196158
"729",6365,27,"Tue","8","CONNECTICUT SUN","2018",5889.92136665768,475.078633342321,0.0191086302518127,2473.7670689822,2.61805113537886e-05,0.193983037881737
"730",7089,27,"Fri","8","CONNECTICUT SUN","2018",6645.4976911834,443.502308816603,0.0197433964851977,2473.77184087999,2.36044280583425e-05,0.181148487129256
"731",8040,27,"Sun","8","CONNECTICUT SUN","2018",6976.18470182593,1063.81529817407,0.0186948462158434,2473.61743234791,0.000128323323227316,0.434283076873905
"732",7913,27,"Sat","5","CONNECTICUT SUN","2019",5912.94997159768,2000.05002840232,0.0246473476329784,2473.13952487455,0.000605324104014146,0.818971406304861
"733",4781,27,"Tue","5","CONNECTICUT SUN","2019",4441.78760587783,339.212394122166,0.0221387785850777,2473.78529163142,1.55597290877878e-05,0.138720873488241
"734",5496,27,"Thu","6","CONNECTICUT SUN","2019",5284.30624801199,211.693751988012,0.0212908837928433,2473.79694239921,5.81784170819805e-06,0.0865346294022121
"735",5224,27,"Tue","6","CONNECTICUT SUN","2019",4531.86126824283,692.138731757166,0.0190998399084655,2473.72520390609,5.55425506566834e-05,0.282611262215219
"736",7773,28,"Sun","6","CONNECTICUT SUN","2019",5760.22925622402,2012.77074377598,0.0181048069303739,2473.1355268918,0.000444336152663922,0.821429808755914
"737",6608,29,"Fri","6","CONNECTICUT SUN","2019",5571.64689839441,1036.35310160559,0.018616883874494,2473.62697342693,0.000121256415726668,0.42305533396191
"738",8076,27,"Sat","7","CONNECTICUT SUN","2019",6861.90834448277,1214.09165551723,0.0230542781512597,2473.55980025957,0.000207956741642717,0.496735239730524
"739",6864,25,"Fri","7","CONNECTICUT SUN","2019",5862.11299766278,1001.88700233722,0.020237713920624,2473.63830233904,0.000123599552648968,0.409323894897195
"740",6733,26,"Fri","7","CONNECTICUT SUN","2019",6004.21765047571,728.782349524292,0.0200087197116332,2473.71651858932,6.46293766503104e-05,0.297711392944197
"741",8249,26,"Wed","7","CONNECTICUT SUN","2019",6428.15021520441,1820.84978479559,0.0223747753012498,2473.25461778526,0.000453337370593386,0.744726202559179
"742",6358,27,"Tue","7","CONNECTICUT SUN","2019",5390.74597876292,967.254021237082,0.0198544382038783,2473.64964554749,0.000112931977555543,0.395097216155624
"743",6014,28,"Thu","8","CONNECTICUT SUN","2019",6379.02219942707,-365.022199427065,0.0210811984820078,2473.78230271659,1.71198482434825e-05,-0.149195133462535
"744",7092,29,"Fri","8","CONNECTICUT SUN","2019",6524.25819699656,567.741803003442,0.018761877389239,2473.75112012089,3.66850073886567e-05,0.231778090603083
"745",7275,30,"Sun","8","CONNECTICUT SUN","2019",6997.04986045202,277.950139547978,0.0180435849641181,2473.79161198715,8.44367670077832e-06,0.113430410865453
"746",7483,30,"Fri","8","CONNECTICUT SUN","2019",6666.36284980949,816.637150190514,0.0187834162400585,2473.69419966789,7.59910572238863e-05,0.333392179010272
"747",6284,32,"Wed","9","CONNECTICUT SUN","2019",7549.67076831356,-1265.67076831356,0.0285314158171833,2473.53707917777,0.000282856849147442,-0.519296127606737
"748",8077,32,"Fri","9","CONNECTICUT SUN","2019",7125.73820358486,951.261796415142,0.0243644962127521,2473.65402774489,0.00013528254112344,0.389461894384847
"760",2042,25,"Sun","5","CONNECTICUT SUN","2021",1470.34042299393,571.659577006072,0.0219501396507331,2473.75020677326,4.37975343533016e-05,0.233757578917095
"761",2084,26,"Wed","5","CONNECTICUT SUN","2021",1705.69062989303,378.309370106973,0.025118537606729,2473.78056922976,2.20924723977324e-05,0.154945834975421
"762",2102,26,"Fri","5","CONNECTICUT SUN","2021",1281.75806516432,820.24193483568,0.0217327294593671,2473.69288985458,8.92365068706339e-05,0.335368232131438
"763",2012,25,"Tue","6","CONNECTICUT SUN","2021",474.150750190674,1537.84924980933,0.0200238449119355,2473.41317693123,0.000288007225890629,0.628224291870828
"764",2118,25,"Sat","6","CONNECTICUT SUN","2021",1945.31311591052,172.686884089478,0.02306881264938,2473.79941647721,4.20993507376342e-06,0.0706538904840864
"765",2248,25,"Sun","6","CONNECTICUT SUN","2021",1560.41408535893,687.585914641072,0.0195772895372015,2473.72620386721,5.62392058395519e-05,0.280820627045436
"766",2076,24,"Tue","6","CONNECTICUT SUN","2021",332.046097377745,1743.95390262225,0.0202861886973683,2473.30114956515,0.000375432097822066,0.712515145896768
"767",2014,24,"Sun","6","CONNECTICUT SUN","2021",1418.309432546,595.690567454,0.0198390516891273,2473.74568442867,4.27983437599412e-05,0.243321642935567
"768",2286,24,"Fri","7","CONNECTICUT SUN","2021",1946.50713242355,339.492867576452,0.0225742870131699,2473.78525156653,1.59062289754695e-05,0.138866499893409
"769",3488,25,"Tue","8","CONNECTICUT SUN","2021",1426.76204879282,2061.23795120718,0.0205510709522569,2473.1011712986,0.000531601900825538,0.842259555490253
"770",3536,26,"Thu","8","CONNECTICUT SUN","2021",2321.3116813749,1214.6883186251,0.0223780526464335,2473.55972914832,0.000201776002389879,0.496807448185285
"771",4012,27,"Tue","8","CONNECTICUT SUN","2021",1710.97135441868,2301.02864558132,0.0202182651807592,2472.92831220252,0.000651311368410234,0.94008272108616
"772",3702,28,"Thu","8","CONNECTICUT SUN","2021",2605.52098700076,1096.47901299924,0.0220930963197311,2473.60508630596,0.000162226428362988,0.448394505355309
"773",4434,29,"Sat","8","CONNECTICUT SUN","2021",3466.34302576438,967.656974235616,0.0237506957057142,2473.64889858374,0.00013628784382534,0.396049780544296
"774",4012,32,"Wed","9","CONNECTICUT SUN","2021",3776.16955588726,235.830444112739,0.027836685485256,2473.79509150614,9.5674940553793e-06,0.0967250514019454
"775",4724,32,"Sun","9","CONNECTICUT SUN","2021",3682.92400180109,1041.07599819891,0.0226531700086498,2473.62461355082,0.000150125972202279,0.425859945605409
"776",5624,32,"Sat","5","CONNECTICUT SUN","2022",5971.97602240136,-347.976022401361,0.022909625893686,2473.78427758197,1.69709660499088e-05,-0.142360880919852
"777",4428,33,"Fri","5","CONNECTICUT SUN","2022",5398.49463402016,-970.494634020159,0.0197668457887242,2473.64862098301,0.000113168165009836,-0.396403206960743
"778",4180,34,"Tue","5","CONNECTICUT SUN","2022",4785.02296230737,-605.022962307368,0.0196782164891263,2473.74384132434,4.37775589074887e-05,-0.247113371299332
"779",4308,33,"Thu","5","CONNECTICUT SUN","2022",5395.36328926359,-1087.36328926359,0.0222725164975829,2473.60835014262,0.000160894935488609,-0.444707516083695
"780",5482,33,"Sat","5","CONNECTICUT SUN","2022",6114.08067521429,-632.080675214289,0.0230435261473848,2473.73807928199,5.63381950654042e-05,-0.25860899096614
"781",4088,35,"Wed","6","CONNECTICUT SUN","2022",6196.71016673972,-2108.71016673972,0.0226751479890935,2473.06680332936,0.000616545918387572,-0.862593408779699
"782",4816,35,"Fri","6","CONNECTICUT SUN","2022",5772.77760201102,-956.777602011016,0.0195465450224258,2473.65302658174,0.000108716994953245,-0.390756511704643
"783",4014,34,"Wed","6","CONNECTICUT SUN","2022",6054.6055139268,-2040.60551392679,0.022405206426655,2473.11387302591,0.000570175693112841,-0.834619121652654
"784",7088,34,"Fri","6","CONNECTICUT SUN","2022",5630.67294919809,1457.32705080191,0.0192825780031561,2473.45333815212,0.000248685673375359,0.595105269328123
"785",4652,33,"Wed","6","CONNECTICUT SUN","2022",5912.50086111387,-1260.50086111387,0.0221883988785649,2473.54097822055,0.000215358136518614,-0.515494775987979
"786",5814,33,"Sun","7","CONNECTICUT SUN","2022",6678.14001754778,-864.140017547778,0.0184596632988515,2473.68105099427,8.35670563502854e-05,-0.352727041801615
"787",6814,34,"Sun","7","CONNECTICUT SUN","2022",6820.24467036071,-6.24467036070746,0.0186456850894609,2473.8043576227,4.40966001238467e-09,-0.00254920824524256
"788",6288,34,"Tue","7","CONNECTICUT SUN","2022",5733.98133519245,554.018664807548,0.0192977065134919,2473.75363530251,3.59699228034588e-05,0.226237459564501
"789",9137,34,"Thu","7","CONNECTICUT SUN","2022",6486.42631496161,2650.57368503839,0.0212705938429227,2472.64061996821,0.00091115760155515,1.08347096635922
"790",6254,34,"Sun","7","CONNECTICUT SUN","2022",6820.24467036071,-566.244670360707,0.0186456850894609,2473.75140683267,3.62572052346521e-05,-0.23115320731628
"791",6130,34,"Tue","8","CONNECTICUT SUN","2022",5827.70792327452,302.292076725484,0.0200644614705089,2473.78924950207,1.11518114432198e-05,0.123491402995184
"792",6215,34,"Thu","8","CONNECTICUT SUN","2022",6580.15290304367,-365.152903043671,0.0218629796027142,2473.78226926931,1.77958554823975e-05,-0.149308187742915
"793",7489,33,"Sun","8","CONNECTICUT SUN","2022",6771.86660562984,717.133394370157,0.019402620980842,2473.71935703662,6.06091557768141e-05,0.292862184207905
"794",7048,33,"Sun","5","CONNECTICUT SUN","2023",6509.96792734614,538.032072653857,0.0206492262957742,2473.75645469287,3.64001329981997e-05,0.219860769889166
"795",5317,32,"Tue","5","CONNECTICUT SUN","2023",5281.59993936496,35.4000606350401,0.0204125360623185,2473.80415671386,1.55696172827561e-07,0.0144640898571837
"796",5012,32,"Sun","6","CONNECTICUT SUN","2023",6457.93693689822,-1445.93693689822,0.0175533499115071,2473.45941242823,0.000222075250106288,-0.589934206135535
"797",4368,32,"Tue","6","CONNECTICUT SUN","2023",5371.67360172996,-1003.67360172996,0.0181750167470233,2473.63805967009,0.000110930523668044,-0.40962285181131
"798",5147,31,"Thu","6","CONNECTICUT SUN","2023",5982.01392868619,-835.013928686187,0.0198851376757247,2473.6890562368,8.42988189809967e-05,-0.341086041712533
"799",4316,32,"Thu","6","CONNECTICUT SUN","2023",6124.11858149911,-1808.11858149911,0.0199567411390874,2473.26361691101,0.000396745810157402,-0.738606288724143
"800",6517,32,"Sun","6","CONNECTICUT SUN","2023",6457.93693689822,59.0630631017848,0.0175533499115071,2473.80378854233,3.70538542233992e-07,0.0240974003455739
"801",7344,32,"Tue","6","CONNECTICUT SUN","2023",5371.67360172996,1972.32639827004,0.0181750167470233,2473.16209341249,0.000428374524023297,0.804952887641533
"802",5479,31,"Thu","7","CONNECTICUT SUN","2023",6840.89863920627,-1361.89863920627,0.0206322951960782,2473.49738487067,0.000233026308297046,-0.556519788150184
"803",6558,31,"Sun","7","CONNECTICUT SUN","2023",7174.71699460537,-616.716994605371,0.0178413578842729,2473.74159669806,4.10861881389586e-05,-0.251653983678516
"804",8054,30,"Thu","7","CONNECTICUT SUN","2023",6698.79398639334,1355.20601360666,0.0206355828713195,2473.50039372858,0.000230779982853137,0.553785874941487
"805",8275,31,"Sun","7","CONNECTICUT SUN","2023",7174.71699460537,1100.28300539463,0.0178413578842729,2473.60456985018,0.00013077743891285,0.448975144034284
"806",4894,31,"Tue","8","CONNECTICUT SUN","2023",6182.18024751918,-1288.18024751918,0.0180903079447489,2473.53043130544,0.000181850933654207,-0.525714041318127
"807",6584,32,"Fri","8","CONNECTICUT SUN","2023",7079.86122485783,-495.861224857827,0.0186407033185359,2473.76375396693,2.77962307234257e-05,-0.202420662976134
"808",9168,32,"Thu","8","CONNECTICUT SUN","2023",7076.72988010126,2091.27011989874,0.0201358691906624,2473.08083476975,0.000535695901373762,0.854350183161167
"809",6783,31,"Sun","8","CONNECTICUT SUN","2023",7268.44358268744,-485.443582687435,0.0176456574619492,2473.76548185065,2.51674046739464e-05,-0.198067579491682
"810",7794,31,"Thu","8","CONNECTICUT SUN","2023",6934.62522728833,859.374772711665,0.0200480258491382,2473.68220960248,9.00506036581421e-05,0.35106611978159
"811",4783,30,"Tue","9","CONNECTICUT SUN","2023",6215.24164285577,-1432.24164285577,0.0234825223360511,2473.46386128308,0.000295037143242829,-0.586117921830958
"812",5064,31,"Fri","9","CONNECTICUT SUN","2023",7112.92262019441,-2048.92262019441,0.0235187981718986,2473.10743816089,0.000604780615994844,-0.83849857359003
"813",6377,31,"Sun","9","CONNECTICUT SUN","2023",7443.60963083695,-1066.60963083695,0.0220989875799594,2473.61579482021,0.000153551119015821,-0.436181023779763
"814",8910,30,"Tue","5","CONNECTICUT SUN","2024",8207.69288218786,702.307117812135,0.0198351443362057,2473.72279971469,5.9477218433755e-05,0.286870718581864
"815",6874,31,"Fri","5","CONNECTICUT SUN","2024",9105.37385952651,-2231.37385952651,0.0201432022252637,2472.98061945525,0.000610108917694427,-0.911590416216822
"816",6152,31,"Thu","5","CONNECTICUT SUN","2024",9102.24251476995,-2950.24251476995,0.0225719000758613,2472.36060220778,0.0012010838033592,-1.20676865627173
"817",6489,31,"Tue","5","CONNECTICUT SUN","2024",8349.79753500079,-1860.79753500079,0.0198665446375323,2473.2316979291,0.000418224578905016,-0.760090369495926
"818",7638,31,"Fri","5","CONNECTICUT SUN","2024",9105.37385952651,-1467.37385952651,0.0201432022252637,2473.44816857584,0.000263842192374865,-0.599471012730827
"819",5346,32,"Tue","6","CONNECTICUT SUN","2024",8581.97585017872,-3235.97585017872,0.0185727466839955,2472.07437836908,0.00117931507315411,-1.32094559079359
"820",8910,32,"Sat","6","CONNECTICUT SUN","2024",10053.1382158986,-1143.13821589857,0.021684823917314,2473.58785508947,0.00017292397267592,-0.467377781825265
"821",8910,31,"Mon","6","CONNECTICUT SUN","2024",9427.80336506383,-517.803365063832,0.0639525027992072,2473.7579366888,0.00011430123092582,-0.216433578386929
"822",7853,32,"Tue","6","CONNECTICUT SUN","2024",8581.97585017872,-728.975850178722,0.0185727466839955,2473.71660053565,5.98474413559249e-05,-0.297572503526379
"823",7008,31,"Fri","6","CONNECTICUT SUN","2024",9195.44752189151,-2187.44752189151,0.0186722617678115,2473.01392426316,0.000541880422965965,-0.892975040376368
"824",7527,31,"Sun","7","CONNECTICUT SUN","2024",10385.0192430541,-2858.01924305413,0.0191629008213617,2472.45418880562,0.000950292230273273,-1.16701226678445
"825",8910,32,"Wed","7","CONNECTICUT SUN","2024",10620.3694499532,-1710.36944995323,0.0217772762189413,2473.31960842734,0.000388836768087651,-0.699326155765742
"826",8910,31,"Sun","7","CONNECTICUT SUN","2024",10385.0192430541,-1475.01924305413,0.0191629008213617,2473.44480664776,0.000253117547316755,-0.602293198189874
"827",19125,30,"Tue","8","CONNECTICUT SUN","2024",9250.37784315501,9874.62215684499,0.0191050390049577,2457.63928094601,0.0113084554911287,4.03197610449075
"828",8910,30,"Fri","8","CONNECTICUT SUN","2024",10005.9541676807,-1095.95416768073,0.0196613903984068,2473.60577089256,0.000143517941032786,-0.447623680205015
"829",8910,30,"Sun","9","CONNECTICUT SUN","2024",10511.8072264728,-1601.80722647278,0.020665544739137,2473.37968099918,0.000322897501280546,-0.654566004554804
"830",7454,30,"Tue","9","CONNECTICUT SUN","2024",9425.54389130453,-1971.54389130453,0.0217537755251935,2473.16025492362,0.000516072336390024,-0.806103996586738
"831",8910,30,"Fri","9","CONNECTICUT SUN","2024",10181.1202158302,-1271.12021583025,0.0219111220610845,2473.53659732075,0.000216142727073051,-0.519763981000784
"832",8174,31,"Tue","9","CONNECTICUT SUN","2024",9567.64854411746,-1393.64854411746,0.0217675993834929,2473.48253079319,0.000258043175807937,-0.569824290498025
"833",8092,30,"Thu","9","CONNECTICUT SUN","2024",10177.9888710737,-2085.98887107368,0.0234838404759497,2473.08201660239,0.000625883676164732,-0.853652240426977
"834",13032,35,"Sun","5","MINNESOTA LYNX","2018",9243.75525618988,3788.24474381012,0.02351303552568,2471.42118293637,0.00206686093248985,1.5502920461948
"835",7834,34,"Wed","5","MINNESOTA LYNX","2018",9194.89615746312,-1360.89615746312,0.0272809923651879,2473.49574136497,0.000311885175784994,-0.558007455099561
"836",8830,33,"Fri","6","MINNESOTA LYNX","2018",8718.93260228649,111.067397713514,0.0201866380047922,2473.80232341483,1.51499036420607e-06,0.045375730762357
"837",9114,31,"Sat","6","MINNESOTA LYNX","2018",9150.30933785476,-36.3093378547601,0.0228479564106056,2473.80414538153,1.84254934873857e-07,-0.0148540872785025
"838",8023,31,"Tue","6","MINNESOTA LYNX","2018",7679.14697213491,343.85302786509,0.0199476046070403,2473.78481003111,1.43415887908591e-05,0.140461376564404
"839",8634,31,"Tue","6","MINNESOTA LYNX","2018",7679.14697213491,954.85302786509,0.0199476046070403,2473.65357313999,0.00011059223101162,0.390050282655182
"840",9209,31,"Fri","6","MINNESOTA LYNX","2018",8434.72329666063,774.27670333937,0.0194079693568687,2473.7052692502,7.06732659700372e-05,0.316199171160401
"841",8632,31,"Tue","7","MINNESOTA LYNX","2018",8538.03168265499,93.9683173450067,0.0199134775545312,2473.80290378111,1.06915475785092e-06,0.0383846828149918
"842",9303,30,"Thu","7","MINNESOTA LYNX","2018",9148.37200961122,154.627990388779,0.0218039697535698,2473.80040229688,3.1821408592731e-06,0.0632242779555343
"843",9813,30,"Fri","7","MINNESOTA LYNX","2018",9151.50335436779,661.496645632214,0.0193985393755309,2473.73203592199,5.15583071617385e-05,0.270140744840608
"844",9234,29,"Sun","7","MINNESOTA LYNX","2018",9340.08571219739,-106.085712197393,0.0179980941704527,2473.80250651632,1.22680362066209e-06,-0.0432921790152477
"845",17933,28,"Wed","7","MINNESOTA LYNX","2018",9291.22661347064,8641.77338652936,0.0216205947943877,2461.40136445092,0.00985185878291937,3.53311632999921
"846",9830,28,"Tue","7","MINNESOTA LYNX","2018",8111.71772421621,1718.28227578379,0.0192201582337154,2473.31638799329,0.000344557981935848,0.701645039853405
"847",9333,27,"Sun","8","MINNESOTA LYNX","2018",9149.6029946536,183.3970053464,0.018834069596798,2473.79880782707,3.84328976614935e-06,0.0748737740861686
"848",9123,26,"Sun","8","MINNESOTA LYNX","2018",9007.49834184067,115.501658159328,0.0187237865636466,2473.80216051007,1.51511980418223e-06,0.0471521280523534
"849",9730,25,"Tue","8","MINNESOTA LYNX","2018",7779.13035385949,1950.86964614051,0.0198548008406671,2473.17491652258,0.00045941016679651,0.796877854149449
"850",13013,24,"Sun","8","MINNESOTA LYNX","2018",8723.28903621482,4289.71096378518,0.0186626225403887,2470.76317826428,0.00208281861539284,1.7511670426692
"851",8524,24,"Sat","5","MINNESOTA LYNX","2019",7660.05430598656,863.945694013435,0.0243048675814635,2473.68036801801,0.000111300539437479,0.353702467725905
"852",8092,25,"Wed","5","MINNESOTA LYNX","2019",7510.50548233407,581.494517665929,0.0257554036535925,2473.74810838306,5.35899061460349e-05,0.238243102677431
"853",8001,26,"Thu","6","MINNESOTA LYNX","2019",7315.61988802673,685.380111973273,0.0213348160092454,2473.72656508637,6.11143249245758e-05,0.280170976273334
"854",8834,26,"Sat","6","MINNESOTA LYNX","2019",8034.33727397742,799.66272602258,0.0213330151337561,2473.69845667358,8.31870014532469e-05,0.326887338269018
"855",8803,25,"Fri","6","MINNESOTA LYNX","2019",7176.64657997036,1626.35342002964,0.0182752021362788,2473.36763043828,0.000292935441702807,0.663787028471696
"856",8392,24,"Sun","6","MINNESOTA LYNX","2019",7365.22893779997,1026.77106220003,0.0177942446284394,2473.63038449963,0.000113574607878623,0.418968235382544
"857",8600,23,"Sat","6","MINNESOTA LYNX","2019",7608.02331553864,991.976684461363,0.0213380819675857,2473.64138840452,0.000128041964152916,0.4055027786891
"858",8208,23,"Tue","7","MINNESOTA LYNX","2019",6995.74566033887,1212.25433966113,0.0200019573815618,2473.56129940182,0.000178759435237732,0.495210515350257
"859",8801,25,"Sun","7","MINNESOTA LYNX","2019",8366.21830113298,434.781698867017,0.0181912091805246,2473.77315673916,2.08357742540382e-05,0.17744612164385
"860",8403,26,"Wed","7","MINNESOTA LYNX","2019",8601.56850803208,-198.568508032082,0.0216261432836565,2473.79783193548,5.20294866179898e-06,-0.0811832937876916
"861",17934,25,"Wed","7","MINNESOTA LYNX","2019",8459.46385521915,9474.53614478085,0.0215912106794115,2458.88861632035,0.0118252849879272,3.8735262088974
"862",8892,23,"Fri","8","MINNESOTA LYNX","2019",7845.04857294665,1046.95142705335,0.0188292230416678,2473.62328736964,0.000125214797257118,0.427427977222768
"863",8803,22,"Fri","8","MINNESOTA LYNX","2019",7702.94392013373,1100.05607986627,0.0189216700212192,2473.60443233619,0.000138944431888566,0.449129621102191
"864",8124,20,"Thu","8","MINNESOTA LYNX","2019",7415.6032697513,708.396730248695,0.0222673099282196,2473.7211726578,6.82715834781787e-05,0.28971781062638
"865",8834,21,"Sun","8","MINNESOTA LYNX","2019",7891.52627796333,942.473722036666,0.018419225838415,2473.65768655241,9.91784196916358e-05,0.384693583873921
"866",8092,21,"Tue","8","MINNESOTA LYNX","2019",6805.26294279508,1286.73705720492,0.0199093434780704,2473.530537482,0.00020043033676506,0.525612153495154
"867",8833,22,"Sun","9","MINNESOTA LYNX","2019",8208.79697892578,624.203021074223,0.0234840948735351,2473.739692064,5.6043637331933e-05,0.255443537699794
"879",2021,26,"Fri","5","MINNESOTA LYNX","2021",3455.17635799199,-1434.17635799199,0.0213575452487581,2473.46368207675,0.000267896936212345,-0.586272127607887
"880",1934,24,"Thu","5","MINNESOTA LYNX","2021",3167.83570760957,-1233.83570760957,0.0245425906612325,2473.55139537853,0.000229338964632265,-0.505198315012074
"881",2007,23,"Sun","5","MINNESOTA LYNX","2021",3359.54941019574,-1352.54941019574,0.0214911334794137,2473.50131962738,0.000239825560184382,-0.552941862848905
"882",2024,23,"Fri","6","MINNESOTA LYNX","2021",3118.9360619182,-1094.9360619182,0.0193288086182448,2473.60620693703,0.000140732748035314,-0.447132013599416
"883",2021,24,"Sun","6","MINNESOTA LYNX","2021",3591.72772537367,-1570.72772537367,0.0186693219933193,2473.39683328216,0.000279356648473189,-0.641212435512277
"884",2203,25,"Sat","6","MINNESOTA LYNX","2021",4118.73140873819,-1915.73140873819,0.0218239464459058,2473.19616772389,0.000488908818584329,-0.78331207403501
"885",2024,26,"Tue","6","MINNESOTA LYNX","2021",2789.67369583127,-765.673695831269,0.0199340259780173,2473.70740713382,7.10609893232169e-05,-0.312769781191257
"886",2734,25,"Fri","6","MINNESOTA LYNX","2021",3403.14536754406,-669.145367544059,0.0192741630202918,2473.73036298817,5.24059554763973e-05,-0.273246987042391
"887",2321,28,"Wed","7","MINNESOTA LYNX","2021",5112.27660123164,-2791.27660123164,0.023395219671662,2472.51094680061,0.00111623229571973,-1.14222632904526
"888",3534,28,"Sun","8","MINNESOTA LYNX","2021",5112.75763522753,-1578.75763522753,0.0201749252002364,2473.39202282177,0.000305918090819557,-0.644985429508816
"889",3634,27,"Tue","8","MINNESOTA LYNX","2021",3884.38964724634,-250.389647246345,0.0210441032752253,2473.79398379169,8.04074530051692e-06,-0.102339553908503
"890",3221,28,"Tue","8","MINNESOTA LYNX","2021",4026.49430005927,-805.494300059273,0.021215353681066,2473.69691925741,8.39190040277641e-05,-0.329251386187947
"891",3121,28,"Thu","9","MINNESOTA LYNX","2021",4954.10532797794,-1833.10532797794,0.0263116559571384,2473.24493866965,0.00054468131443527,-0.751252877965052
